topic_id;tokens1_19;match;ngramms;profondeur;BT1;MT;Domain;COMMENTAIRES
EU_en_Pres2-100_96;;employee;1;2;occupational status;MT 4411 labour market;44 EMPLOYMENT AND WORKING CONDITIONS;
EU_en_Pres2-100_96;;publication;1;2;document;MT 3221 documentation;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres2-100_96;;employment of women;3;2;employment structure;MT 4406 employment;44 EMPLOYMENT AND WORKING CONDITIONS;
EU_en_Pres2-100_96;;employment law;2;1;employment law;MT 4426 labour law and labour relations;44 EMPLOYMENT AND WORKING CONDITIONS;
EU_en_Pres2-100_96;;;;;;;;
EU_en_Pres2-100_97;article|referred|provisions|paragraph|provided|procedure|laid|measures|conditions|State|rules|articles|apply|committee|application|respect|member|period|case;provision;1;2;accounting;MT 4026 accounting;40 BUSINESS AND COMPETITION;
EU_en_Pres2-100_97;;provider;1;3;Internet;MT 3226 communications;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres2-100_97;;State;1;1;State;MT 0406 political framework;04 POLITICS;
EU_en_Pres2-100_97;;ruling;1;1;ruling;MT 1221 justice;12 LAW;
EU_en_Pres2-100_97;;committee ;1;2;EU office or agency;MT 1006 EU institutions and European civil service;10 EUROPEAN UNION;
EU_en_Pres2-100_97;;periodical;1;2;document;MT 3221 documentation;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres2-100_97;;;;;;;;
EU_en_Pres2-100_98;regulation|eec|council|article|regard|european|proposal|community|applicable|amended|commission|treaty|force|establishing|economic|common|december|binding|enter;regulation;1;3;legislation;MT 1206 sources and branches of the law;12 LAW;
EU_en_Pres2-100_98;;EEC;1;2;European Communities;MT 1016 European construction;10 EUROPEAN UNION;
EU_en_Pres2-100_98;;Europeanism;1;3;European integration;MT 1016 European construction;10 EUROPEAN UNION;
EU_en_Pres2-100_98;;proposal ;1;3;drafting of EU law;MT 1011 European Union law;10 EUROPEAN UNION;
EU_en_Pres2-100_98;;amendment;1;2;legislative procedure;MT 0426 parliamentary proceedings;04 POLITICS;
EU_en_Pres2-100_98;;establishment;1;2;company structure;MT 4006 business organisation;40 BUSINESS AND COMPETITION;
EU_en_Pres2-100_98;;economics;1;2;social sciences;MT 3611 humanities;36 SCIENCE;
EU_en_Pres2-100_98;;;;;;;;
EU_en_Pres2-100_99;projects|project|development|programme|total|rural|equipment|support|construction|implementation|agricultural|technical|eua|ngos|COST|assistance|year|water|ngo;programmer;1;2;computer systems;MT 3236 information technology and data processing;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres2-100_99;;construction;1;2;building industry;MT 6831 building and public works;68 INDUSTRY;
EU_en_Pres2-100_99;;implement;1;2;mechanical engineering;MT 6821 mechanical engineering;68 INDUSTRY;
EU_en_Pres2-100_99;;agriculture;1;3;primary sector;MT 1621 economic structure;16 ECONOMICS;
EU_en_Pres2-100_99;;EUA;1;3;emission allowance;MT 5206 environmental policy;52 ENVIRONMENT;
EU_en_Pres2-100_99;;costing;1;2;management accounting;MT 4026 accounting;40 BUSINESS AND COMPETITION;
EU_en_Pres2-100_99;;assistant;1;3;European official;MT 1006 EU institutions and European civil service;10 EUROPEAN UNION;
EU_en_Pres2-100_99;;water;1;3;aquatic environment;MT 5211 natural environment;52 ENVIRONMENT;
EU_en_Pres2-100_99;;NGO;1;1;NGO;MT 7626 non-governmental organisations;76 INTERNATIONAL ORGANISATIONS;
EU_en_Pres2-100_99;;;;;;;;
EU_en_Pres2-50_0;coal|steel|aid|ECSC|industry|commission|million|decision|AIDS|capacity|production|loan|treaty|iron|article|years|year|measures|restructuring;coal;1;2;coal industry;MT 6611 coal and mining industries;66 ENERGY;
EU_en_Pres2-50_0;;steel;1;3;iron and steel product;MT 6816 iron, steel and other metal industries;68 INDUSTRY;
EU_en_Pres2-50_0;;AIDS;1;4;sexually transmitted disease;MT 2841 health;28 SOCIAL QUESTIONS;
EU_en_Pres2-50_0;;ECSC;1;2;European Communities;MT 1016 European construction;10 EUROPEAN UNION;
EU_en_Pres2-50_0;;industrialization;1;2;industrial policy;MT 6806 industrial structures and policy;68 INDUSTRY;
EU_en_Pres2-50_0;;decision;1;4;regulation;MT 1206 sources and branches of the law;12 LAW;
EU_en_Pres2-50_0;;AIDS;1;4;sexually transmitted disease;MT 2841 health;28 SOCIAL QUESTIONS;
EU_en_Pres2-50_0;;production;1;1;production;MT 6406 production;64 PRODUCTION, TECHNOLOGY AND RESEARCH;
EU_en_Pres2-50_0;;loan;1;2;credit;MT 2416 financial institutions and credit;24 FINANCE;
EU_en_Pres2-50_0;;iron;1;3;ferrous metal;MT 6816 iron, steel and other metal industries;68 INDUSTRY;
EU_en_Pres2-50_0;;coal industry;2;1;coal industry;MT 6611 coal and mining industries;66 ENERGY;
EU_en_Pres2-50_0;;;;;;;;
EU_en_Pres2-50_1;tax|trade|duty|community|mark|price|goods|excise|taxes|commission|competition|taxation|VAT|market|products|product|taxable|application|prices;tax;1;1;tax;MT 2446 taxation;24 FINANCE;
EU_en_Pres2-50_1;;prices;1;1;prices;MT 2451 prices;24 FINANCE;
EU_en_Pres2-50_1;;excision;1;2;social problem;MT 2826 social affairs;28 SOCIAL QUESTIONS;
EU_en_Pres2-50_1;;tax;1;1;tax;MT 2446 taxation;24 FINANCE;
EU_en_Pres2-50_1;;competitiveness;1;2;business policy;MT 4006 business organisation;40 BUSINESS AND COMPETITION;
EU_en_Pres2-50_1;;VAT;1;2;tax on consumption;MT 2446 taxation;24 FINANCE;
EU_en_Pres2-50_1;;marketing;1;1;marketing;MT 2031 marketing;20 TRADE;
EU_en_Pres2-50_1;;production;1;1;production;MT 6406 production;64 PRODUCTION, TECHNOLOGY AND RESEARCH;
EU_en_Pres2-50_1;;production;1;1;production;MT 6406 production;64 PRODUCTION, TECHNOLOGY AND RESEARCH;
EU_en_Pres2-50_1;;prices;1;1;prices;MT 2451 prices;24 FINANCE;
EU_en_Pres2-50_1;;trade tax;2;2;tax on income;MT 2446 taxation;24 FINANCE;
EU_en_Pres2-50_1;;;;;;;;
EU_en_Pres2-50_2;material|agency|quotas|facility|inventory|nuclear|leather|flax|information|gloves|subject|weight|China|united|facilities|period|including|kingdom|lists;quota;1;3;non-tariff barrier;MT 2021 international trade;20 TRADE;
EU_en_Pres2-50_2;;leather;1;2;leather industry;MT 6841 leather and textile industries;68 INDUSTRY;
EU_en_Pres2-50_2;;flax;1;2;textile plant;MT 6006 plant product;60 AGRI-FOODSTUFFS;
EU_en_Pres2-50_2;;information;1;1;information;MT 3231 information and information processing;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres2-50_2;;China;1;2;Far East;MT 7226 Asia and Oceania || MT 7231 economic geography;72 GEOGRAPHY;
EU_en_Pres2-50_2;;periodical;1;2;document;MT 3221 documentation;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres2-50_2;;nuclear materials;2;2;nuclear energy;MT 6621 electrical and nuclear industries;66 ENERGY;
EU_en_Pres2-50_2;;;;;;;;
EU_en_Pres2-50_3;education|training|social|european|activities|poverty|services|national|health|information|programme|children|study|projects|cultural|people|groups|persons|group;education;1;1;education;MT 3206 education;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres2-50_3;;train;1;3;rail transport;MT 4816 land transport;48 TRANSPORT;
EU_en_Pres2-50_3;;socialism;1;2;political ideology;MT 0406 political framework;04 POLITICS;
EU_en_Pres2-50_3;;Europeanism;1;3;European integration;MT 1016 European construction;10 EUROPEAN UNION;
EU_en_Pres2-50_3;;poverty;1;3;distribution of income;MT 1626 national accounts;16 ECONOMICS;
EU_en_Pres2-50_3;;service;1;2;goods and services;MT 2026 consumption;20 TRADE;
EU_en_Pres2-50_3;;nationalism;1;2;political ideology;MT 0406 political framework;04 POLITICS;
EU_en_Pres2-50_3;;health;1;1;health;MT 2841 health;28 SOCIAL QUESTIONS;
EU_en_Pres2-50_3;;information;1;1;information;MT 3231 information and information processing;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres2-50_3;;programmer;1;2;computer systems;MT 3236 information technology and data processing;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres2-50_3;;children;1;3;distribution by age;MT 2816 demography and population;28 SOCIAL QUESTIONS;
EU_en_Pres2-50_3;;culture;1;1;culture;MT 2831 culture and religion;28 SOCIAL QUESTIONS;
EU_en_Pres2-50_3;;group ;1;3;European Parliament;MT 1006 EU institutions and European civil service;10 EUROPEAN UNION;
EU_en_Pres2-50_3;;personality;1;3;psychology;MT 3611 humanities;36 SCIENCE;
EU_en_Pres2-50_3;;group ;1;3;European Parliament;MT 1006 EU institutions and European civil service;10 EUROPEAN UNION;
EU_en_Pres2-50_3;;health education;2;2;general education;MT 3211 teaching;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres2-50_3;;;;;;;;
EU_en_Pres2-50_4;staff|officials|court|financial|communities|contract|european|regulations|official|officer|year|service|office|article|board|number|revenue|supplies|contracts;staff;1;2;personnel administration;MT 4421 personnel management and staff remuneration;44 EMPLOYMENT AND WORKING CONDITIONS;
EU_en_Pres2-50_4;;contract;1;2;civil law;MT 1211 civil law;12 LAW;
EU_en_Pres2-50_4;;Europeanism;1;3;European integration;MT 1016 European construction;10 EUROPEAN UNION;
EU_en_Pres2-50_4;;regulation;1;3;legislation;MT 1206 sources and branches of the law;12 LAW;
EU_en_Pres2-50_4;;service;1;2;goods and services;MT 2026 consumption;20 TRADE;
EU_en_Pres2-50_4;;revenue;1;3;operating result;MT 4026 accounting;40 BUSINESS AND COMPETITION;
EU_en_Pres2-50_4;;supply;1;1;supply;MT 2016 trade;20 TRADE;
EU_en_Pres2-50_4;;contract;1;2;civil law;MT 1211 civil law;12 LAW;
EU_en_Pres2-50_4;;;;;;;;
EU_en_Pres2-50_5;employment|workers|work|social|working|labour|training|women|hours|law|measures|vocational|equal|jobs|part-time|employers|job|young|conditions;employer;1;2;labour market;MT 4411 labour market;44 EMPLOYMENT AND WORKING CONDITIONS;
EU_en_Pres2-50_5;;worker ;1;2;labour force;MT 4411 labour market;44 EMPLOYMENT AND WORKING CONDITIONS;
EU_en_Pres2-50_5;;work;1;1;work;MT 4416 organisation of work and working conditions;44 EMPLOYMENT AND WORKING CONDITIONS;
EU_en_Pres2-50_5;;socialism;1;2;political ideology;MT 0406 political framework;04 POLITICS;
EU_en_Pres2-50_5;;work;1;1;work;MT 4416 organisation of work and working conditions;44 EMPLOYMENT AND WORKING CONDITIONS;
EU_en_Pres2-50_5;;labourer;1;3;blue-collar worker;MT 4411 labour market;44 EMPLOYMENT AND WORKING CONDITIONS;
EU_en_Pres2-50_5;;train;1;3;rail transport;MT 4816 land transport;48 TRANSPORT;
EU_en_Pres2-50_5;;women;1;3;distribution by sex;MT 2816 demography and population;28 SOCIAL QUESTIONS;
EU_en_Pres2-50_5;;law;1;1;law;MT 1206 sources and branches of the law;12 LAW;
EU_en_Pres2-50_5;;part-time;1;3;non-standard employment;MT 4406 employment;44 EMPLOYMENT AND WORKING CONDITIONS;
EU_en_Pres2-50_5;;employee;1;2;occupational status;MT 4411 labour market;44 EMPLOYMENT AND WORKING CONDITIONS;
EU_en_Pres2-50_5;;employment of women;3;2;employment structure;MT 4406 employment;44 EMPLOYMENT AND WORKING CONDITIONS;
EU_en_Pres2-50_5;;employment law;2;1;employment law;MT 4426 labour law and labour relations;44 EMPLOYMENT AND WORKING CONDITIONS;
EU_en_Pres2-50_5;;part-time employment;2;3;non-standard employment;MT 4406 employment;44 EMPLOYMENT AND WORKING CONDITIONS;
EU_en_Pres2-50_5;;;;;;;;
EU_en_Pres2-50_6;convention|parties|contracting|sea|party|protocol|international|article|states|paragraph|species|provisions|State|government|force|council|present|accession|pollution;contract;1;2;civil law;MT 1211 civil law;12 LAW;
EU_en_Pres2-50_6;;sea;1;2;geophysical environment;MT 5211 natural environment;52 ENVIRONMENT;
EU_en_Pres2-50_6;;Protocol ;1;2;European treaties;MT 1011 European Union law;10 EUROPEAN UNION;
EU_en_Pres2-50_6;;State;1;1;State;MT 0406 political framework;04 POLITICS;
EU_en_Pres2-50_6;;provision;1;2;accounting;MT 4026 accounting;40 BUSINESS AND COMPETITION;
EU_en_Pres2-50_6;;State;1;1;State;MT 0406 political framework;04 POLITICS;
EU_en_Pres2-50_6;;government;1;2;executive body;MT 0436 executive power and public service;04 POLITICS;
EU_en_Pres2-50_6;;presenter;1;2;communications industry;MT 3226 communications;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres2-50_6;;pollutant;1;2;nuisance;MT 5216 deterioration of the environment;52 ENVIRONMENT;
EU_en_Pres2-50_6;;international convention;2;2;international instrument;MT 0806 international affairs;08 INTERNATIONAL RELATIONS;
EU_en_Pres2-50_6;;;;;;;;
EU_en_Pres2-50_7;energy|oil|coal|gas|community|support|electricity|projects|consumption|supply|power|production|nuclear|sources|prices|fuels|council|fuel|crude;coal;1;2;coal industry;MT 6611 coal and mining industries;66 ENERGY;
EU_en_Pres2-50_7;;gas;1;3;fuel;MT 6606 energy policy;66 ENERGY;
EU_en_Pres2-50_7;;electricity;1;2;electrical industry;MT 6621 electrical and nuclear industries;66 ENERGY;
EU_en_Pres2-50_7;;consumption;1;1;consumption;MT 2026 consumption;20 TRADE;
EU_en_Pres2-50_7;;supply;1;1;supply;MT 2016 trade;20 TRADE;
EU_en_Pres2-50_7;;production;1;1;production;MT 6406 production;64 PRODUCTION, TECHNOLOGY AND RESEARCH;
EU_en_Pres2-50_7;;prices;1;1;prices;MT 2451 prices;24 FINANCE;
EU_en_Pres2-50_7;;fuel;1;2;energy industry;MT 6606 energy policy;66 ENERGY;
EU_en_Pres2-50_7;;fuel;1;2;energy industry;MT 6606 energy policy;66 ENERGY;
EU_en_Pres2-50_7;;energy supply;2;3;energy audit;MT 6606 energy policy;66 ENERGY;
EU_en_Pres2-50_7;;energy production;2;3;energy audit;MT 6606 energy policy;66 ENERGY;
EU_en_Pres2-50_7;;nuclear energy;2;1;nuclear energy;MT 6621 electrical and nuclear industries;66 ENERGY;
EU_en_Pres2-50_7;;price of energy;3;3;energy audit;MT 6606 energy policy;66 ENERGY;
EU_en_Pres2-50_7;;;;;;;;
EU_en_Pres2-50_8;GATT|tariff|cheese|products|trade|concessions|negotiations|import|community|offer|free|zealand|offered|united|arrangement|beef|code|rate|frozen;GATT;1;3;trade agreement;MT 2021 international trade;20 TRADE;
EU_en_Pres2-50_8;;tariff;1;3;fixing of prices;MT 2451 prices;24 FINANCE;
EU_en_Pres2-50_8;;cheese;1;2;milk product;MT 6016 processed agricultural produce;60 AGRI-FOODSTUFFS;
EU_en_Pres2-50_8;;production;1;1;production;MT 6406 production;64 PRODUCTION, TECHNOLOGY AND RESEARCH;
EU_en_Pres2-50_8;;import;1;2;trading operation;MT 2016 trade;20 TRADE;
EU_en_Pres2-50_8;;beef;1;3;meat;MT 6011 animal product;60 AGRI-FOODSTUFFS;
EU_en_Pres2-50_8;;coding;1;2;data processing;MT 3236 information technology and data processing;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres2-50_8;;rates;1;2;tax on income;MT 2446 taxation;24 FINANCE;
EU_en_Pres2-50_8;;;;;;;;
EU_en_Pres2-50_9;regulation|eec|article|council|regard|european|community|proposal|commission|member|amended|states|applicable|treaty|economic|thereof|establishing|account|force;regulation;1;3;legislation;MT 1206 sources and branches of the law;12 LAW;
EU_en_Pres2-50_9;;EEC;1;2;European Communities;MT 1016 European construction;10 EUROPEAN UNION;
EU_en_Pres2-50_9;;Europeanism;1;3;European integration;MT 1016 European construction;10 EUROPEAN UNION;
EU_en_Pres2-50_9;;proposal ;1;3;drafting of EU law;MT 1011 European Union law;10 EUROPEAN UNION;
EU_en_Pres2-50_9;;amendment;1;2;legislative procedure;MT 0426 parliamentary proceedings;04 POLITICS;
EU_en_Pres2-50_9;;State;1;1;State;MT 0406 political framework;04 POLITICS;
EU_en_Pres2-50_9;;economics;1;2;social sciences;MT 3611 humanities;36 SCIENCE;
EU_en_Pres2-50_9;;establishment;1;2;company structure;MT 4006 business organisation;40 BUSINESS AND COMPETITION;
EU_en_Pres2-50_9;;accounting;1;1;accounting;MT 4026 accounting;40 BUSINESS AND COMPETITION;
EU_en_Pres2-50_9;;;;;;;;
EU_en_Pres2-50_10;aid|agricultural|measures|areas|number|production|eec|farms|holdings|development|directive|measure|farming|regions|premium|total|agriculture|u.a|area;AIDS;1;4;sexually transmitted disease;MT 2841 health;28 SOCIAL QUESTIONS;
EU_en_Pres2-50_10;;agriculture;1;3;primary sector;MT 1621 economic structure;16 ECONOMICS;
EU_en_Pres2-50_10;;production;1;1;production;MT 6406 production;64 PRODUCTION, TECHNOLOGY AND RESEARCH;
EU_en_Pres2-50_10;;EEC;1;2;European Communities;MT 1016 European construction;10 EUROPEAN UNION;
EU_en_Pres2-50_10;;farm;1;1;farm;MT 5616 farming systems;56 AGRICULTURE, FORESTRY AND FISHERIES;
EU_en_Pres2-50_10;;directive;1;4;regulation;MT 1206 sources and branches of the law;12 LAW;
EU_en_Pres2-50_10;;farm;1;1;farm;MT 5616 farming systems;56 AGRICULTURE, FORESTRY AND FISHERIES;
EU_en_Pres2-50_10;;region;1;2;regional and local authorities;MT 0436 executive power and public service;04 POLITICS;
EU_en_Pres2-50_10;;agriculture;1;3;primary sector;MT 1621 economic structure;16 ECONOMICS;
EU_en_Pres2-50_10;;UA;1;;;;;
EU_en_Pres2-50_10;;production aid;2;2;economic support;MT 1606 economic policy;16 ECONOMICS;
EU_en_Pres2-50_10;;development aid;2;2;aid policy;MT 0811 cooperation policy;08 INTERNATIONAL RELATIONS;
EU_en_Pres2-50_10;;regional aid;2;2;economic support;MT 1606 economic policy;16 ECONOMICS;
EU_en_Pres2-50_10;;agricultural area;2;3;rural region;MT 1616 regions and regional policy;16 ECONOMICS;
EU_en_Pres2-50_10;;;;;;;;
EU_en_Pres2-50_11;fishing|vessels|community|zone|species|catches|fishery|fish|fisheries|vessel|sea|stocks|catch|north|measures|quotas|ices|waters|herring;fish;1;2;fishery resources;MT 5641 fisheries;56 AGRICULTURE, FORESTRY AND FISHERIES;
EU_en_Pres2-50_11;;vessel;1;2;maritime transport;MT 4821 maritime and inland waterway transport;48 TRANSPORT;
EU_en_Pres2-50_11;;fisheries;1;1;fisheries;MT 5641 fisheries;56 AGRICULTURE, FORESTRY AND FISHERIES;
EU_en_Pres2-50_11;;fish;1;2;fishery resources;MT 5641 fisheries;56 AGRICULTURE, FORESTRY AND FISHERIES;
EU_en_Pres2-50_11;;fisheries;1;1;fisheries;MT 5641 fisheries;56 AGRICULTURE, FORESTRY AND FISHERIES;
EU_en_Pres2-50_11;;vessel;1;2;maritime transport;MT 4821 maritime and inland waterway transport;48 TRANSPORT;
EU_en_Pres2-50_11;;sea;1;2;geophysical environment;MT 5211 natural environment;52 ENVIRONMENT;
EU_en_Pres2-50_11;;stock;1;2;storage;MT 2036 distributive trades;20 TRADE;
EU_en_Pres2-50_11;;quota;1;3;non-tariff barrier;MT 2021 international trade;20 TRADE;
EU_en_Pres2-50_11;;ice;1;4;water;MT 5211 natural environment;52 ENVIRONMENT;
EU_en_Pres2-50_11;;water;1;3;aquatic environment;MT 5211 natural environment;52 ENVIRONMENT;
EU_en_Pres2-50_11;;fishing vessel;2;3;fishing fleet;MT 5641 fisheries;56 AGRICULTURE, FORESTRY AND FISHERIES;
EU_en_Pres2-50_11;;species of fish;3;2;fishery resources;MT 5641 fisheries;56 AGRICULTURE, FORESTRY AND FISHERIES;
EU_en_Pres2-50_11;;fishing vessel;2;3;fishing fleet;MT 5641 fisheries;56 AGRICULTURE, FORESTRY AND FISHERIES;
EU_en_Pres2-50_11;;sea fishing;2;2;fishing grounds;MT 5641 fisheries;56 AGRICULTURE, FORESTRY AND FISHERIES;
EU_en_Pres2-50_11;;;;;;;;
EU_en_Pres2-50_12;benefits|State|persons|social|member|insurance|legislation|person|employed|pension|institution|family|article|security|residence|paragraph|self-employed|scheme|worker;State;1;1;State;MT 0406 political framework;04 POLITICS;
EU_en_Pres2-50_12;;personality;1;3;psychology;MT 3611 humanities;36 SCIENCE;
EU_en_Pres2-50_12;;socialism;1;2;political ideology;MT 0406 political framework;04 POLITICS;
EU_en_Pres2-50_12;;insurance;1;1;insurance;MT 2431 insurance;24 FINANCE;
EU_en_Pres2-50_12;;legislation;1;2;source of law;MT 1206 sources and branches of the law;12 LAW;
EU_en_Pres2-50_12;;personality;1;3;psychology;MT 3611 humanities;36 SCIENCE;
EU_en_Pres2-50_12;;employee;1;2;occupational status;MT 4411 labour market;44 EMPLOYMENT AND WORKING CONDITIONS;
EU_en_Pres2-50_12;;pensioner;1;2;termination of employment;MT 4406 employment;44 EMPLOYMENT AND WORKING CONDITIONS;
EU_en_Pres2-50_12;;family;1;1;family;MT 2806 family;28 SOCIAL QUESTIONS;
EU_en_Pres2-50_12;;securities;1;2;financial market;MT 2421 free movement of capital;24 FINANCE;
EU_en_Pres2-50_12;;residence;1;2;geographical distribution of the population;MT 2816 demography and population;28 SOCIAL QUESTIONS;
EU_en_Pres2-50_12;;self-employment;1;2;employment structure;MT 4406 employment;44 EMPLOYMENT AND WORKING CONDITIONS;
EU_en_Pres2-50_12;;worker ;1;2;labour force;MT 4411 labour market;44 EMPLOYMENT AND WORKING CONDITIONS;
EU_en_Pres2-50_12;;family benefit;2;3;social-security benefit;MT 2836 social protection;28 SOCIAL QUESTIONS;
EU_en_Pres2-50_12;;;;;;;;
EU_en_Pres2-50_13;research|programme|project|field|development|projects|action|work|committee|programmes|scientific|materials|activities|european|results|technology|technical|studies|study;research;1;1;research;MT 6416 research and intellectual property;64 PRODUCTION, TECHNOLOGY AND RESEARCH;
EU_en_Pres2-50_13;;programmer;1;2;computer systems;MT 3236 information technology and data processing;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres2-50_13;;work;1;1;work;MT 4416 organisation of work and working conditions;44 EMPLOYMENT AND WORKING CONDITIONS;
EU_en_Pres2-50_13;;committee ;1;2;EU office or agency;MT 1006 EU institutions and European civil service;10 EUROPEAN UNION;
EU_en_Pres2-50_13;;programmer;1;2;computer systems;MT 3236 information technology and data processing;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres2-50_13;;Europeanism;1;3;European integration;MT 1016 European construction;10 EUROPEAN UNION;
EU_en_Pres2-50_13;;technology;1;1;technology;MT 6411 technology and technical regulations;64 PRODUCTION, TECHNOLOGY AND RESEARCH;
EU_en_Pres2-50_13;;scientific research;2;2;research;MT 6416 research and intellectual property;64 PRODUCTION, TECHNOLOGY AND RESEARCH;
EU_en_Pres2-50_13;;research results;2;2;research;MT 6416 research and intellectual property;64 PRODUCTION, TECHNOLOGY AND RESEARCH;
EU_en_Pres2-50_13;;technological research;2;2;research;MT 6416 research and intellectual property;64 PRODUCTION, TECHNOLOGY AND RESEARCH;
EU_en_Pres2-50_13;;technical research;2;2;research;MT 6416 research and intellectual property;64 PRODUCTION, TECHNOLOGY AND RESEARCH;
EU_en_Pres2-50_13;;;;;;;;
EU_en_Pres2-50_14;rate|growth|economic|policy|rates|increase|monetary|countries|investment|year|prices|inflation|price|real|public|community|level|balance|demand;rates;1;2;tax on income;MT 2446 taxation;24 FINANCE;
EU_en_Pres2-50_14;;economics;1;2;social sciences;MT 3611 humanities;36 SCIENCE;
EU_en_Pres2-50_14;;rates;1;2;tax on income;MT 2446 taxation;24 FINANCE;
EU_en_Pres2-50_14;;in country;2;4;euro area;MT 2406 monetary relations;24 FINANCE;
EU_en_Pres2-50_14;;investment;1;1;investment;MT 2426 financing and investment;24 FINANCE;
EU_en_Pres2-50_14;;prices;1;1;prices;MT 2451 prices;24 FINANCE;
EU_en_Pres2-50_14;;inflation;1;2;economic cycle;MT 1611 economic conditions;16 ECONOMICS;
EU_en_Pres2-50_14;;prices;1;1;prices;MT 2451 prices;24 FINANCE;
EU_en_Pres2-50_14;;publication;1;2;document;MT 3221 documentation;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres2-50_14;;demand;1;1;demand;MT 2016 trade;20 TRADE;
EU_en_Pres2-50_14;;growth policy;2;2;economic policy;MT 1606 economic policy;16 ECONOMICS;
EU_en_Pres2-50_14;;growth rate;2;2;economic development;MT 1611 economic conditions;16 ECONOMICS;
EU_en_Pres2-50_14;;;;;;;;
EU_en_Pres2-50_15;member|quota|states|tariff|community|shares|share|State|reserves|initial|imports|commission|customs|article|products|period|question|common|quotas;quota;1;3;non-tariff barrier;MT 2021 international trade;20 TRADE;
EU_en_Pres2-50_15;;State;1;1;State;MT 0406 political framework;04 POLITICS;
EU_en_Pres2-50_15;;tariff;1;3;fixing of prices;MT 2451 prices;24 FINANCE;
EU_en_Pres2-50_15;;share;1;3;securities;MT 2421 free movement of capital;24 FINANCE;
EU_en_Pres2-50_15;;share;1;3;securities;MT 2421 free movement of capital;24 FINANCE;
EU_en_Pres2-50_15;;State;1;1;State;MT 0406 political framework;04 POLITICS;
EU_en_Pres2-50_15;;reserves;1;2;management;MT 4021 management;40 BUSINESS AND COMPETITION;
EU_en_Pres2-50_15;;import;1;2;trading operation;MT 2016 trade;20 TRADE;
EU_en_Pres2-50_15;;customs;1;2;customs regulations;MT 2011 tariff policy;20 TRADE;
EU_en_Pres2-50_15;;production;1;1;production;MT 6406 production;64 PRODUCTION, TECHNOLOGY AND RESEARCH;
EU_en_Pres2-50_15;;periodical;1;2;document;MT 3221 documentation;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres2-50_15;;quota;1;3;non-tariff barrier;MT 2021 international trade;20 TRADE;
EU_en_Pres2-50_15;;tariff quota;2;2;tariff policy;MT 2011 tariff policy;20 TRADE;
EU_en_Pres2-50_15;;;;;;;;
EU_en_Pres2-50_16;nuclear|agreement|community|material|fuel|party|Australia|reactor|safeguards|subject|energy|parties|plutonium|euratom|states|article|reactors|agency|member;agreement ;1;2;EU relations;MT 1016 European construction;10 EUROPEAN UNION;
EU_en_Pres2-50_16;;fuel;1;2;energy industry;MT 6606 energy policy;66 ENERGY;
EU_en_Pres2-50_16;;Australia;1;2;Oceania;MT 7226 Asia and Oceania || MT 7231 economic geography || MT 7236 political geography;72 GEOGRAPHY;
EU_en_Pres2-50_16;;plutonium;1;3;radioactive materials;MT 6621 electrical and nuclear industries;66 ENERGY;
EU_en_Pres2-50_16;;Euratom;1;2;European Communities;MT 1016 European construction;10 EUROPEAN UNION;
EU_en_Pres2-50_16;;State;1;1;State;MT 0406 political framework;04 POLITICS;
EU_en_Pres2-50_16;;nuclear reactor;2;2;nuclear power station;MT 6621 electrical and nuclear industries;66 ENERGY;
EU_en_Pres2-50_16;;nuclear reactor;2;2;nuclear power station;MT 6621 electrical and nuclear industries;66 ENERGY;
EU_en_Pres2-50_16;;;;;;;;
EU_en_Pres2-50_17;aid|projects|food|countries|million|programme|financing|project|eua|commission|development|total|acp|technical|cooperation|convention|bank|financial|programmes;AIDS;1;4;sexually transmitted disease;MT 2841 health;28 SOCIAL QUESTIONS;
EU_en_Pres2-50_17;;food;1;1;food;MT 2841 health;28 SOCIAL QUESTIONS;
EU_en_Pres2-50_17;;in country;2;4;euro area;MT 2406 monetary relations;24 FINANCE;
EU_en_Pres2-50_17;;programmer;1;2;computer systems;MT 3236 information technology and data processing;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres2-50_17;;financing;1;1;financing;MT 2426 financing and investment;24 FINANCE;
EU_en_Pres2-50_17;;EUA;1;3;emission allowance;MT 5206 environmental policy;52 ENVIRONMENT;
EU_en_Pres2-50_17;;cooperative;1;2;organisation;MT 4016 legal form of organisations;40 BUSINESS AND COMPETITION;
EU_en_Pres2-50_17;;banking;1;1;banking;MT 2416 financial institutions and credit;24 FINANCE;
